0.13845,0.51778,1.3313
0.13966,0.51778,1.3468
0.14329,0.51569,1.3576
0.14813,0.51151,1.3683
0.15417,0.51151,1.3782
0.15901,0.51151,1.3923
0.16143,0.51151,1.4036
0.16747,0.50941,1.4085
0.17231,0.50941,1.4222
0.17594,0.50941,1.4333
0.18077,0.50941,1.4443
0.1844,0.50941,1.4544
0.18682,0.50941,1.465
0.18803,0.50941,1.4763
0.19166,0.50941,1.4873
0.19407,0.50941,1.4986
0.1977,0.50941,1.5097
0.19891,0.50941,1.521
0.20375,0.50941,1.5323
0.20617,0.50941,1.5436
0.21221,0.50941,1.5546
0.21463,0.50941,1.5659
0.21826,0.50941,1.5773
0.22068,0.50941,1.5887
0.22672,0.50941,1.5996
0.22914,0.50941,1.6112
0.2364,0.50941,1.6337
0.24002,0.50941,1.6375
0.24728,0.50941,1.6509
0.25212,0.50941,1.6626
0.25453,0.50941,1.6735
0.26542,0.50523,1.6843
0.27267,0.50523,1.6951
0.28235,0.50523,1.7056
0.28476,0.50523,1.718
0.2896,0.50523,1.7291
0.29565,0.50523,1.7398
0.29807,0.50523,1.7512
0.30169,0.50523,1.7626
0.30411,0.50523,1.774
0.30774,0.50523,1.7853
0.31137,0.50523,1.7963
0.31258,0.50523,1.8072
0.31378,0.50523,1.825
0.31258,0.50732,1.9378
0.37787,0.65377,2.5225
0.37183,0.65167,2.5337
0.36699,0.64749,2.5452
0.35973,0.6454,2.5564
0.35611,0.6454,2.5677
0.35127,0.64121,2.5796
0.34764,0.64121,2.5917
0.34643,0.63912,2.6035
0.34522,0.63912,2.6153
0.34401,0.63912,2.6269
0.34281,0.63912,2.6691
0.3416,0.63703,2.7501
0.34039,0.63703,2.7795
0.33797,0.63494,2.7919
0.33676,0.63494,2.8038
0.33434,0.63285,2.8145
0.33313,0.62866,2.8235
0.33071,0.62866,2.8315
0.3295,0.62657,2.8402
0.3295,0.62448,2.8601
0.3283,0.62448,2.8714
0.32709,0.62448,2.8942
0.32709,0.62238,2.9062
0.32588,0.62238,2.9394
0.32588,0.62029,2.973
0.32467,0.62029,2.9857
0.32467,0.6182,3.0521
0.32346,0.6182,3.0647
0.32346,0.61611,3.0857
0.32346,0.61402,3.1084
0.32346,0.60983,3.121
0.32225,0.60774,3.1333
0.32225,0.60356,3.1455
0.32225,0.60146,3.1643
0.32225,0.59519,3.1684
0.32225,0.591,3.1758
0.32225,0.58891,3.191
0.32225,0.58054,3.203
0.32225,0.57427,3.2148
0.32346,0.55126,3.2456
0.32346,0.54289,3.2582
0.32346,0.53243,3.2702
0.32346,0.52824,3.2818
0.32346,0.51987,3.2944
0.32346,0.5136,3.2987
0.32346,0.51151,3.3132
0.32346,0.50523,3.3248
0.32346,0.50314,3.3368
0.32346,0.49477,3.3486
0.32346,0.49059,3.3606
0.32346,0.48431,3.3724
0.32225,0.47594,3.378
0.32225,0.46967,3.3937
0.32225,0.4613,3.4058
0.32225,0.45293,3.4181
0.32225,0.44665,3.4225
0.32225,0.43828,3.4375
0.32225,0.43201,3.4501
0.32225,0.42782,3.4624
0.32225,0.41946,3.4744
0.32225,0.41527,3.4793
0.32225,0.41109,3.4942
0.31983,0.409,3.5063
0.31983,0.4069,3.5185
0.31983,0.40481,3.531
0.31983,0.40272,3.5354
0.31983,0.39644,3.5578
0.31983,0.39435,3.5804
0.31983,0.39226,3.5929
0.31983,0.39017,3.6142
0.31983,0.38808,3.6278
0.31983,0.38389,3.6478
0.31983,0.3818,3.6617
0.31983,0.37971,3.7401
0.32225,0.37971,3.753
0.32225,0.37762,3.7671
0.32467,0.37552,3.8541
0.3283,0.37134,3.8709
0.34522,0.36925,3.8909
0.35006,0.36925,3.9041
0.36215,0.36925,3.9137
0.3682,0.36506,3.9237
0.37787,0.36506,3.9327
0.38513,0.36297,3.941
0.38996,0.36297,3.9563
0.39359,0.36297,3.9689
0.3948,0.36297,3.9735
0.39601,0.36297,3.9889
0.39843,0.36297,4.0021
0.40085,0.36297,4.0191
0.40206,0.36297,4.0416
0.40326,0.36297,4.0559
0.40326,0.36506,4.1545
0.38392,0.57845,5.0325
0.38392,0.57218,5.0436
0.38392,0.56172,5.0556
0.38392,0.55126,5.0674
0.38392,0.5387,5.083
0.38392,0.53033,5.088
0.38392,0.52197,5.1037
0.38271,0.50941,5.117
0.38271,0.49895,5.1217
0.38271,0.49059,5.1376
0.38271,0.48431,5.1512
0.38271,0.48013,5.1561
0.38029,0.47176,5.1729
0.38029,0.46548,5.1782
0.38029,0.45921,5.1946
0.38029,0.45711,5.1998
0.38029,0.45502,5.2164
0.38029,0.45293,5.2306
0.38513,0.52406,6.1263
0.39117,0.52406,6.1692
0.39601,0.52406,6.1799
0.40326,0.52406,6.1924
0.40931,0.52406,6.2046
0.41657,0.52824,6.2145
0.42624,0.53033,6.2352
0.43229,0.53033,6.2401
0.448,0.53661,6.2774
0.47098,0.54079,6.2865
0.49033,0.54079,6.2967
0.50967,0.54079,6.3056
0.53507,0.54079,6.3143
0.55079,0.54079,6.3312
0.56409,0.54079,6.336
0.57497,0.54079,6.3526
0.57618,0.54079,6.3667
0.57497,0.54079,6.5172
