0.080411,0.409,7.4789
0.096131,0.409,7.4869
0.10822,0.409,7.5193
0.11548,0.409,7.5242
0.12152,0.4069,7.5304
0.12394,0.4069,7.5437
0.12999,0.4069,7.5545
0.13724,0.4069,7.5789
0.1445,0.4069,7.5898
0.15054,0.4069,7.6005
0.1578,0.4069,7.6106
0.16505,0.4069,7.6211
0.17231,0.40272,7.6322
0.17473,0.40272,7.6428
0.18198,0.40272,7.654
0.18319,0.40272,7.6656
0.18682,0.40272,7.6767
0.18924,0.40272,7.688
0.19528,0.40272,7.6992
0.20012,0.40272,7.7103
0.20496,0.40272,7.7218
0.20617,0.40272,7.7331
0.20738,0.40272,7.7445
0.21584,0.40272,7.9283
0.22551,0.40272,7.9418
0.23519,0.40272,7.9547
0.24849,0.40272,7.9629
0.25937,0.40272,7.983
0.26058,0.40272,7.9959
0.26058,0.40481,8.1067
0.26421,0.42155,8.1203
0.27146,0.45084,8.1338
0.27509,0.46548,8.1422
0.27872,0.47803,8.1495
0.28356,0.49686,8.1641
0.28476,0.50314,8.1751
0.28476,0.50523,8.1862
0.28597,0.50523,8.1967
0.2896,0.49686,8.318
0.30895,0.45502,8.3299
0.32467,0.42364,8.341
0.33676,0.40272,8.3521
0.35127,0.37762,8.3631
0.35732,0.36715,8.374
0.36215,0.36088,8.3856
0.36578,0.37552,8.4655
0.37062,0.39854,8.4855
0.37545,0.42364,8.4943
0.38029,0.45711,8.5023
0.38513,0.48222,8.5104
0.38755,0.50523,8.5263
0.39238,0.52406,8.5379
0.39238,0.53033,8.549
0.39359,0.53243,8.5602
0.39843,0.50941,8.6222
0.41778,0.47176,8.6364
0.42503,0.44665,8.6507
0.43108,0.4341,8.6572
0.44075,0.41318,8.6727
0.44438,0.40272,8.6789
0.44559,0.39854,8.6948
0.4468,0.39854,8.7571
0.45042,0.41736,8.7687
0.45405,0.42992,8.7815
0.45647,0.44038,8.7936
0.47219,0.50314,8.836
0.47461,0.50523,8.8479
0.47582,0.50314,8.9033
0.48307,0.4864,8.9191
0.49274,0.4613,8.9349
0.50242,0.44247,8.9482
0.51088,0.42155,8.957
0.52056,0.40063,8.9662
0.5266,0.39226,8.975
0.52902,0.39226,8.9819
0.52902,0.39017,8.9956
0.53265,0.40481,9.0382
0.54232,0.43619,9.0498
0.54716,0.45921,9.0612
0.552,0.47803,9.0736
0.55804,0.49686,9.0863
0.56046,0.51151,9.0988
0.56167,0.51987,9.1114
0.56409,0.53243,9.1235
0.5653,0.5387,9.1277
0.56651,0.5387,9.1509
0.56892,0.53243,9.1848
0.57981,0.50523,9.1971
0.58948,0.4864,9.2093
0.60157,0.4613,9.2213
0.61004,0.44456,9.2337
0.61608,0.43619,9.246
0.62455,0.41946,9.2579
0.62817,0.41109,9.2698
0.62938,0.409,9.2753
0.63059,0.409,9.2923
0.63301,0.41736,9.3432
0.63906,0.4341,9.3637
0.64268,0.44874,9.373
0.64631,0.46339,9.3845
0.65115,0.4864,9.3952
0.65357,0.49477,9.4027
0.65478,0.50523,9.4101
0.6584,0.5136,9.4249
0.6584,0.51569,9.438
0.66203,0.50941,9.4894
0.6705,0.4864,9.5101
0.67412,0.47176,9.5203
0.68863,0.43201,9.5358
0.69226,0.41946,9.5486
0.69589,0.409,9.5587
0.69952,0.40481,9.5679
0.70073,0.40481,9.5858
0.70073,0.40063,9.6122
0.70193,0.4069,9.6245
0.70556,0.41946,9.6391
0.70798,0.42992,9.6489
0.71161,0.44665,9.6613
0.71403,0.45502,9.6707
0.71765,0.46967,9.6857
0.72007,0.49268,9.6903
0.72128,0.51151,9.7054
0.7237,0.52824,9.7193
0.72854,0.54707,9.7242
0.72854,0.55335,9.7405
0.72975,0.55335,9.8035
0.73458,0.5387,9.8171
0.74426,0.51778,9.8357
0.7503,0.50314,9.8401
0.75635,0.48849,9.8486
0.76844,0.46757,9.8652
0.77449,0.45921,9.8705
0.77811,0.44874,9.8863
0.78174,0.44038,9.8993
0.78537,0.43619,9.9042
0.78658,0.42992,9.9201
0.78779,0.42992,9.9328
0.78779,0.42782,10.107
0.79262,0.41946,10.121
0.79867,0.41318,10.134
0.80109,0.409,10.157
0.81197,0.409,10.447
0.83132,0.409,10.465
0.85792,0.409,10.483
0.87001,0.409,10.495
0.87727,0.409,10.506
0.88089,0.409,10.514
0.88331,0.409,10.524
0.88694,0.409,10.536
0.89057,0.409,10.553
0.89299,0.409,10.558
0.89661,0.409,10.575
0.89903,0.409,10.58
0.90266,0.41109,10.598
0.90629,0.41109,10.603
0.9075,0.41109,10.621
0.90992,0.41109,10.625
0.91112,0.41109,10.644
0.91233,0.41109,10.681
0.91596,0.41109,10.704
0.91838,0.41109,10.722
0.92201,0.41109,10.734
0.92322,0.41109,10.746
0.92443,0.41109,10.756
0.92563,0.41109,10.782
0.92926,0.41109,10.805
0.93168,0.41109,10.819
0.93894,0.41109,10.834
0.94498,0.409,10.839
0.94861,0.409,10.869
